id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
3707799553388275441,0,14103013,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1f3ac3af,d4897fef,1,0,24035,320,50,2755,0,35,100076,76
6483016388521206706,0,14102515,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,47ba451a,e1eae715,1,3,21191,320,50,2424,1,161,100189,71
888507041791593046,1,14102906,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f5556eae,be74e6fe,1,0,4687,320,50,423,2,39,100148,32
2939265952245318909,1,14102406,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9761fec3,00b1f3a7,1,0,21675,320,50,2495,2,167,-1,23
18294876049106104435,0,14102118,1002,0,85f751fd,c4e18dd6,50e219e0,5ec4d2d1,7801e8d9,07d7df22,cef4c8cc,8c7f6083,a32f03a3,0,0,21715,320,50,2500,2,34,-1,90
7955883381706179675,0,14102314,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,991a2456,f0a9f891,9955990f,1,0,19771,320,50,2227,0,679,100077,48
16746292615876054768,1,14102305,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b75ece63,aaffed8f,1,0,22103,320,50,2545,0,35,100084,221
6894364571569384775,0,14102310,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3afa8732,1f0bc64f,1,0,15703,320,50,1722,0,35,-1,79
3457257388316163436,0,14102719,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,866d758d,5ec45883,1,0,20251,320,50,2323,0,687,100081,48
3851538416044858461,0,14102622,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9af85e65,7abbbd5c,1,0,21674,320,50,2495,2,167,100087,23
16503582492043881564,0,14102211,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,73ee6f1e,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
102302928889583542,0,14102108,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77f11de7,ef726eae,1,0,19251,320,50,2201,3,35,100119,43
6432709626633043264,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,19aaa345,d9b5648e,0f2161f8,a99f214a,5ad8ca87,b4b19c97,1,0,20391,320,50,2340,3,41,100111,159
17431006939198535311,0,14103014,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,436e3d73,4ea23a13,1,0,22261,320,50,2545,0,431,-1,221
6448023993626592506,0,14102507,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6c937581,711ee120,1,0,15701,320,50,1722,0,35,100084,79
16058178732093893215,0,14102306,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3443c25c,d6e0e6ff,1,0,20366,320,50,2333,0,39,-1,157
4313081182124837360,0,14102703,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,261ec4e9,4caeb691,1538d6e1,1,2,16688,320,50,1873,3,39,-1,23
5005761686681994600,0,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,f757bb8f,2347f47a,cef3e649,a99f214a,8c1071bd,1f0bc64f,1,0,23390,320,50,2681,1,419,100084,212
4663609299341134627,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,b33ed4de,225078da,1,3,23739,320,50,2676,0,299,100176,221
15172897062679223314,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,fadf993c,03683bd4,1,0,16685,320,50,1092,3,811,100156,61
3323417368613572254,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,a99f214a,51736f26,34d5fa08,1,0,19251,320,50,2201,3,35,-1,43
2307448178741080983,1,14102510,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,7e5ce781,16fcde87,d8337869,5,2,15708,320,50,1722,0,35,-1,79
3408687080592120516,0,14102519,1005,1,85f751fd,c4e18dd6,50e219e0,2dafc7e1,33da2e74,0f2161f8,a99f214a,8f13cc57,f60c2fd3,1,0,20392,320,50,2340,3,1065,100111,159
18054718375001016908,0,14102822,1005,0,eec38cac,944f2f5b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,508fe537,be6db1d7,1,0,17239,320,50,1973,3,39,100188,23
18221442644661994184,0,14102204,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,97c45144,3bd9e8e7,1,0,19251,320,50,2201,3,35,-1,43
9377531896661531815,0,14102813,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f2ace003,1f0bc64f,1,0,16838,320,50,1882,3,35,-1,13
16189111218030642322,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,425f3d41,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
7121990602529506603,0,14103010,1005,1,9aef3962,d47b862d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ee759ec5,be6db1d7,1,0,23991,320,50,2747,0,33,100077,76
3018831160311188616,0,14102723,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eba87c93,1f0bc64f,1,0,15701,320,50,1722,0,35,100083,79
9271738778562829960,1,14102705,1005,0,85f751fd,c4e18dd6,50e219e0,da90aa44,d9b5648e,0f2161f8,a99f214a,1d46e6d4,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
11733357151273809200,0,14102223,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c7e299fa,fce66524,1,0,4687,320,50,423,2,39,100148,32
12674572759918051720,0,14102810,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b45c3c07,36d749e5,1,0,23144,320,50,2665,0,35,-1,221
4256362049888463237,0,14102410,1010,1,85f751fd,c4e18dd6,50e219e0,71cd443f,7801e8d9,0f2161f8,50a62c4b,b212988a,b50d2bf4,5,3,15387,320,50,1685,3,35,100176,42
4024264109962985136,0,14102417,1010,1,85f751fd,c4e18dd6,50e219e0,8486dd4e,7801e8d9,0f2161f8,93a6d01d,45cc90f4,34d5fa08,4,0,17875,320,50,2036,3,47,-1,156
18323403817862225616,0,14102917,1005,1,ec47f32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b1f7a0cb,5a1ab2c7,1,0,23539,320,50,2695,0,35,-1,51
4489446471318481660,0,14102808,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,baad0b55,be74e6fe,1,0,22992,320,50,2657,3,35,100013,23
7010656295771854636,0,14103005,1005,1,222acd54,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,854f3d2d,41c87f95,1,0,23873,320,50,2738,0,163,-1,17
5183065189189973326,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,f0da5320,0dedddc5,1,2,21790,320,50,2513,3,35,-1,68
16179431273696882491,1,14102303,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0f61ad55,4ea23a13,1,0,15699,320,50,1722,0,35,-1,79
16431524980427616768,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,907db007,5db079b5,1,2,15706,320,50,1722,0,35,-1,79
761571348159747718,0,14102109,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d455fadf,1ccc7835,1,0,21760,320,50,2502,0,35,100083,221
9741832290837069930,0,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,5611b04b,5785f170,260bcecc,1,0,21611,320,50,2480,3,299,100111,61
535230717250461649,0,14102505,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,3bb1ddd7,1,0,22288,320,50,2572,3,297,100156,42
484352548481332464,0,14102705,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,431b3174,ff065cf0,1,2,15699,320,50,1722,0,35,-1,79
2188233178690952430,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,8bb4281a,684a7def,5db079b5,1,2,15704,320,50,1722,0,35,100084,79
5359338792862907761,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,adce633d,be74e6fe,1,0,21767,320,50,2506,0,35,-1,157
16320969156310935237,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ce836275,3eb8d368,1,0,21191,320,50,2424,1,161,100193,71
16146941168398375358,0,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,071bf9a7,8ce34352,1,0,15708,320,50,1722,0,35,-1,79
14544805847289144455,0,14102611,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5c70c057,8f5c9827,1,0,19771,320,50,2227,0,935,100079,48
13051896633307518477,1,14102202,1005,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,900cbded,945dd5c4,1,0,20359,216,36,2333,0,39,-1,157
3712210382740883927,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7a1372f9,4c880ecd,1,0,23804,320,50,2726,3,803,-1,229
2294649166351475125,0,14102104,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fc6b9b70,3e7932d7,1,0,19771,320,50,2227,0,687,-1,48
12304847341276123794,0,14102123,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,edea7d92,711ee120,1,0,21763,320,50,2502,0,35,-1,221
10841199560027399567,1,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,f61dad77,2347f47a,0f2161f8,a99f214a,7cb1ef0e,9c7b6730,1,0,375,320,50,112,3,1319,-1,15
1072557976118732389,0,14102117,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,98a79f82,711ee120,1,0,21761,320,50,2502,0,35,-1,221
13844990985748300111,1,14102514,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,831ba413,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
121657412626418299,0,14102614,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f7a1709e,16954458,1,0,20108,320,50,2299,2,1327,100084,52
10001500934034275804,1,14102919,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3fee8256,80f61b6e,1,0,20007,320,50,2283,0,163,-1,95
8490777049749100381,1,14102611,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,35838da9,c6263d8a,1,0,15701,320,50,1722,0,35,100083,79
6624870234408151050,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,e9195fab,aad45b01,1,0,19743,320,50,2264,3,427,100000,61
1799669824430939470,1,14102215,1005,0,c0bc565a,63b3dcbd,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,cbffac55,6569eeb3,1,0,17863,300,250,2036,3,47,-1,156
7165404794039155412,0,14102409,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d9b99498,f39b265e,1,0,15708,320,50,1722,0,35,100084,79
2405151065725495840,0,14102116,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51168c63,7eef184d,1,0,21726,320,50,2502,0,35,-1,221
1567334561805255013,0,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,c41fe74f,03683bd4,1,0,19733,320,50,2260,0,171,100156,91
8181591865628942796,0,14102120,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b66ab5a4,15744681,1,0,19665,320,50,2253,2,303,-1,52
11639965154805076784,0,14102112,1005,1,8fbe746d,35dc24d8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cae2afda,46d98882,1,0,20389,320,50,2338,0,35,100074,79
16066022144314277080,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,addc5413,be74e6fe,1,0,23804,320,50,2726,3,803,-1,229
18446638594441123633,0,14102902,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9af7a363,8a4875bd,1,0,23100,320,50,2526,0,167,100075,221
15016664685202219224,1,14102201,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eb5d8ce8,b72d1c6e,1,0,20251,320,50,2323,0,687,100081,48
9517194151751403726,1,14102305,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,188a0a71,1ccc7835,1,0,20633,320,50,2374,3,39,-1,23
15126213423380946133,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7d55e041,5096d134,1,0,15704,320,50,1722,0,35,100084,79
9597404207527559394,0,14102813,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,748913ef,be6db1d7,1,0,23438,320,50,2684,2,291,-1,52
10200594282660284954,0,14102407,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ab386702,13472f46,1,0,4687,320,50,423,2,39,100148,32
7236119150837973365,0,14102813,1005,1,85f751fd,c4e18dd6,50e219e0,d45f4422,33da2e74,cef3e649,a99f214a,98a8ba95,5b799d60,1,0,23441,320,50,2685,1,33,-1,212
155818579961851322,0,14102722,1010,1,85f751fd,c4e18dd6,50e219e0,b8875973,7801e8d9,0f2161f8,47ced458,ef93c816,2b127119,5,2,20279,728,90,2325,3,801,-1,42
16492178299085594016,0,14102201,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,03880169,46885aec,a0215413,0,0,16920,320,50,1899,0,431,-1,117
13210492882649271512,0,14102920,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cb252edf,ce576f14,1,0,20213,320,50,2316,0,167,100081,16
13421014030651077648,0,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,293d3d0d,d787e91b,1,0,22254,320,50,2545,0,167,100083,221
10360155085447672074,1,14102500,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ce3494ae,99e427c9,1,0,20508,320,50,2351,3,163,-1,61
5734418357033728122,0,14102209,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,965974c2,3bd9e8e7,1,0,21769,320,50,2507,0,35,100084,157
11467648517796621198,0,14102702,1002,0,85f751fd,c4e18dd6,50e219e0,255a58c8,7801e8d9,07d7df22,b345e6e6,e9fff3ae,43e7b962,0,0,22672,320,50,2615,0,303,100111,70
423475378806407696,0,14102304,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e46b0703,a0f5f879,1,0,21916,320,50,2528,0,35,100077,221
2563574260375881034,0,14102907,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9daf6372,d7fa671a,1,0,22738,320,50,2636,0,47,100111,70
12579002713931845156,1,14102718,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d5b1ca7,779d90c2,1,0,17747,320,50,1974,2,39,100019,33
1988899851017540736,0,14102209,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ed54a747,711ee120,1,0,15703,320,50,1722,0,35,-1,79
12847387753131691014,1,14102215,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2c0e673f,836d2439,1,0,21789,320,50,2512,2,303,100101,52
7501776561444072905,0,14102804,1002,0,207ceda8,f142f115,50e219e0,ecad2386,7801e8d9,07d7df22,6ebd0c32,cfd5e9c8,22758e1d,0,0,22701,320,50,2624,0,35,100077,221
15014284205265962430,1,14102204,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,370b7926,71422352,1,0,20213,320,50,2316,0,167,100079,16
12455512551795371448,0,14102502,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,07ec6789,36d749e5,1,0,19595,320,50,2242,3,167,-1,23
205705450937274049,0,14102518,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e9fa1dc4,c144e605,1,0,16208,320,50,1800,3,167,-1,23
9972419696072333353,0,14102505,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d7e21aa5,711ee120,1,0,15706,320,50,1722,0,35,-1,79
13752692612420568884,1,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,931d80e3,1f0bc64f,1,0,19251,320,50,2201,3,35,-1,43
5585210832646647390,0,14102911,1002,0,5b787406,f3ca2e42,50e219e0,ecad2386,7801e8d9,07d7df22,c5c27476,642b109a,701b73d0,0,0,23438,320,50,2684,2,1327,-1,52
5239282432875369851,1,14102610,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b1754c3,a0f5f879,1,0,8330,320,50,761,3,175,100077,23
7726871438091549141,0,14102104,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,646995a8,5458f517,1,0,17264,320,50,1872,3,39,100128,23
7257160285580347120,0,14102607,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,f60c2fd3,1,0,22267,320,50,2566,3,41,100156,42
1122781609171539455,1,14102815,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bc1811cd,be87996b,1,2,23371,320,50,2680,3,815,100155,42
6526898115496676869,0,14102711,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,1a8b806c,5900306b,1,0,22684,320,50,2619,1,163,-1,71
12463008956017423207,0,14102317,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6b061975,1f0bc64f,1,0,15707,320,50,1722,0,35,-1,79
14384636701246161278,0,14102913,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,19818ed2,8a4875bd,1,0,15706,320,50,1722,0,35,100084,79
94970877746055439,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,3a5db649,744ae245,1,0,463,320,50,122,3,1327,100052,15
18294798911369361920,0,14102505,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,72179184,8a4875bd,1,0,20005,320,50,2283,0,163,-1,95
17389613105050066149,0,14102416,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7a029035,86030d43,1,0,19772,320,50,2227,0,679,-1,48
9404273108901286614,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,e69a444c,2347f47a,8ded1f7a,a99f214a,5698f649,be74e6fe,1,0,19251,320,50,2201,3,35,-1,43
13832947662225057285,0,14103015,1005,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e05d8314,8571106b,1,0,18949,216,36,2153,3,427,100062,61
822361492337227343,1,14102810,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8003b65f,cd5b1559,1,2,23199,320,50,2671,0,163,100084,221
3991297411892264533,0,14102206,1005,0,518d6168,92c9e92d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e0564674,4ea23a13,1,0,21790,320,50,2513,3,35,-1,68
6894584275266798009,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,93d786c6,2347f47a,0f2161f8,a99f214a,61916f88,31368bbf,1,2,18455,320,480,2104,3,1583,-1,171
4030741948849913472,1,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,64fb3325,d9b5648e,0f2161f8,a99f214a,0a04dc60,72a00661,1,0,20272,320,50,2225,0,679,100101,48
4395840850195213711,0,14102901,1005,0,85f751fd,c4e18dd6,50e219e0,de691c68,df32afa9,cef3e649,a99f214a,1cf29716,c144e605,1,0,23395,320,480,2681,1,419,-1,212
17124967823141316364,1,14102406,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bb5ec520,a0f5f879,1,0,20018,300,250,2286,3,39,100081,23
8785655493319240761,0,14102518,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5511a9bb,496515fa,1,3,21191,320,50,2424,1,161,100190,71
16642203130060989780,0,14103023,1002,0,85f751fd,c4e18dd6,50e219e0,dfdd226c,7801e8d9,07d7df22,19d45c9c,b1806314,373ecbe6,0,0,23861,320,50,2735,2,35,100148,251
16359194966564941090,0,14102518,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30eb46ae,1f0bc64f,1,0,15703,320,50,1722,0,35,-1,79
15174669268184379065,0,14102909,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,3f695f07,3bd9e8e7,1,0,23562,320,50,2691,0,419,-1,212
6369780062248156970,0,14103014,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,52ceee1a,8a4875bd,1,0,24036,320,50,2755,0,303,-1,76
11829533865494498139,0,14102620,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bd7d6da7,f39b265e,1,0,15704,320,50,1722,0,35,-1,79
12815518531257856206,0,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,09ffe421,981edffc,1,3,21189,320,50,2424,1,161,100189,71
5829622404091174936,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,ce464ec7,2347f47a,0f2161f8,a99f214a,4543d816,b3f4c8ce,1,0,21664,320,50,2492,3,35,-1,43
9239693030767351009,0,14102805,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,70b4bb19,4ceb2e0b,1,0,22681,320,50,2528,0,39,100081,221
5543997266661199500,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,54d0fa93,27c67709,1,0,15704,320,50,1722,0,35,-1,79
6835196991061223067,0,14102816,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f2bad50,d787e91b,1,0,21595,320,50,2478,3,167,100075,23
8276486772500987601,0,14102906,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,dab29f53,aaffed8f,1,0,23168,320,50,2668,0,35,-1,221
