,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Survived_0,Survived_1
136,19.0,0,2,26.2833,0,1,0,0,1,1,0,1,0,0,0,1
137,37.0,1,0,53.1,0,1,0,0,1,0,1,1,0,0,1,0
138,16.0,0,0,9.2167,1,0,0,0,1,0,1,0,0,1,1,0
139,24.0,0,0,79.2,0,1,1,0,0,0,1,1,0,0,1,0
140,25.344095833333334,0,2,15.2458,1,0,1,0,0,1,0,0,0,1,1,0
141,22.0,0,0,7.75,1,0,0,0,1,1,0,0,0,1,0,1
142,24.0,1,0,15.85,1,0,0,0,1,1,0,0,0,1,0,1
143,19.0,0,0,6.75,1,0,0,1,0,0,1,0,0,1,1,0
144,18.0,0,0,11.5,1,0,0,0,1,0,1,0,1,0,1,0
145,19.0,1,1,36.75,1,0,0,0,1,0,1,0,1,0,1,0
146,27.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1,0,1
147,9.0,2,2,34.375,1,0,0,0,1,1,0,0,0,1,1,0
148,36.5,0,2,26.0,0,1,0,0,1,0,1,0,1,0,1,0
149,42.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
150,51.0,0,0,12.525,1,0,0,0,1,0,1,0,1,0,1,0
151,22.0,1,0,66.6,0,1,0,0,1,1,0,1,0,0,0,1
152,55.5,0,0,8.05,1,0,0,0,1,0,1,0,0,1,1,0
153,40.5,0,2,14.5,1,0,0,0,1,0,1,0,0,1,1,0
154,29.78279612980004,0,0,7.3125,1,0,0,0,1,0,1,0,0,1,1,0
155,51.0,0,1,61.3792,1,0,1,0,0,0,1,1,0,0,1,0
156,16.0,0,0,7.7333,1,0,0,1,0,1,0,0,0,1,0,1
157,30.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,1,0
158,25.52340334377312,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,1,0
159,10.869866956654464,8,2,69.55,1,0,0,0,1,0,1,0,0,1,1,0
160,44.0,0,1,16.1,1,0,0,0,1,0,1,0,0,1,1,0
161,40.0,0,0,15.75,1,0,0,0,1,1,0,0,1,0,0,1
162,26.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,1,0
163,17.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,1,0
164,1.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1,1,0
165,9.0,0,2,20.525,1,0,0,0,1,0,1,0,0,1,0,1
166,26.03188214285714,0,1,55.0,0,1,0,0,1,1,0,1,0,0,0,1
167,45.0,1,4,27.9,1,0,0,0,1,1,0,0,0,1,1,0
168,49.554275595238074,0,0,25.925,1,0,0,0,1,0,1,1,0,0,1,0
169,28.0,0,0,56.4958,1,0,0,0,1,0,1,0,0,1,1,0
170,61.0,0,0,33.5,0,1,0,0,1,0,1,1,0,0,1,0
171,4.0,4,1,29.125,1,0,0,1,0,0,1,0,0,1,1,0
172,1.0,1,1,11.1333,1,0,0,0,1,1,0,0,0,1,0,1
173,21.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1,1,0
174,56.0,0,0,30.6958,0,1,1,0,0,0,1,1,0,0,1,0
175,18.0,1,1,7.8542,1,0,0,0,1,0,1,0,0,1,1,0
176,7.309547041847048,3,1,25.4667,1,0,0,0,1,0,1,0,0,1,1,0
177,50.0,0,0,28.7125,0,1,1,0,0,1,0,1,0,0,1,0
178,30.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
179,36.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,1,0
180,10.869866956654464,8,2,69.55,1,0,0,0,1,1,0,0,0,1,1,0
181,31.718940476190475,0,0,15.05,1,0,1,0,0,0,1,0,1,0,1,0
182,9.0,4,2,31.3875,1,0,0,0,1,0,1,0,0,1,1,0
183,1.0,2,1,39.0,0,1,0,0,1,0,1,0,1,0,0,1
184,4.0,0,2,22.025,1,0,0,0,1,1,0,0,0,1,0,1
185,46.2497682359308,0,0,50.0,0,1,0,0,1,0,1,1,0,0,1,0
186,33.12898535353537,1,0,15.5,1,0,0,1,0,1,0,0,0,1,0,1
187,45.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0,0,1
188,40.0,1,1,15.5,1,0,0,1,0,0,1,0,0,1,1,0
189,36.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
190,32.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1
191,19.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
192,19.0,1,0,7.8542,1,0,0,0,1,1,0,0,0,1,0,1
193,3.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0,0,1
194,44.0,0,0,27.7208,0,1,1,0,0,1,0,1,0,0,0,1
195,58.0,0,0,146.5208,0,1,1,0,0,1,0,1,0,0,0,1
196,35.295824299023515,0,0,7.75,1,0,0,1,0,0,1,0,0,1,1,0
197,42.0,0,1,8.4042,1,0,0,0,1,0,1,0,0,1,1,0
198,35.295824299023515,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,1
199,24.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,1,0
200,28.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,1,0
201,10.869866956654464,8,2,69.55,1,0,0,0,1,0,1,0,0,1,1,0
202,34.0,0,0,6.4958,1,0,0,0,1,0,1,0,0,1,1,0
203,45.5,0,0,7.225,1,0,1,0,0,0,1,0,0,1,1,0
204,18.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,1
205,2.0,0,1,10.4625,0,1,0,0,1,1,0,0,0,1,1,0
206,32.0,1,0,15.85,1,0,0,0,1,0,1,0,0,1,1,0
207,26.0,0,0,18.7875,1,0,1,0,0,0,1,0,0,1,0,1
208,16.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,1
209,40.0,0,0,31.0,0,1,1,0,0,0,1,1,0,0,0,1
210,24.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1,1,0
211,35.0,0,0,21.0,1,0,0,0,1,1,0,0,1,0,0,1
212,22.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,1,0
213,30.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
214,31.09342985049901,1,0,7.75,1,0,0,1,0,0,1,0,0,1,1,0
215,31.0,1,0,113.275,0,1,1,0,0,1,0,1,0,0,0,1
216,27.0,0,0,7.925,1,0,0,0,1,1,0,0,0,1,0,1
217,42.0,1,0,27.0,1,0,0,0,1,0,1,0,1,0,1,0
218,32.0,0,0,76.2917,0,1,1,0,0,1,0,1,0,0,0,1
219,30.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1,0
220,16.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,1
221,27.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
222,51.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,1,0
223,27.947206162930836,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
224,38.0,1,0,90.0,0,1,0,0,1,0,1,1,0,0,0,1
225,22.0,0,0,9.35,1,0,0,0,1,0,1,0,0,1,1,0
226,19.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,0,1
227,20.5,0,0,7.25,1,0,0,0,1,0,1,0,0,1,1,0
228,18.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
229,7.309547041847048,3,1,25.4667,1,0,0,0,1,1,0,0,0,1,1,0
230,35.0,1,0,83.475,0,1,0,0,1,1,0,1,0,0,0,1
231,29.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1,1,0
232,59.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0,1,0
233,5.0,4,2,31.3875,1,0,0,0,1,1,0,0,0,1,0,1
234,24.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1,0
235,31.10838452380953,0,0,7.55,1,0,0,0,1,1,0,0,0,1,1,0
236,44.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,1,0
237,8.0,0,2,26.25,1,0,0,0,1,1,0,0,1,0,0,1
238,19.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1,0
239,33.0,0,0,12.275,1,0,0,0,1,0,1,0,1,0,1,0
240,20.800154130591647,1,0,14.4542,1,0,1,0,0,1,0,0,0,1,1,0
241,33.12898535353537,1,0,15.5,1,0,0,1,0,1,0,0,0,1,0,1
242,29.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1,0
243,22.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1,1,0
244,30.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1,1,0
245,44.0,2,0,90.0,0,1,0,1,0,0,1,1,0,0,1,0
246,25.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1,1,0
247,24.0,0,2,14.5,1,0,0,0,1,1,0,0,1,0,0,1
248,37.0,1,1,52.5542,0,1,0,0,1,0,1,1,0,0,0,1
249,54.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,1,0
250,29.78279612980004,0,0,7.25,1,0,0,0,1,0,1,0,0,1,1,0
251,29.0,1,1,10.4625,0,1,0,0,1,1,0,0,0,1,1,0
252,62.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0,1,0
253,30.0,1,0,16.1,1,0,0,0,1,0,1,0,0,1,1,0
254,41.0,0,2,20.2125,1,0,0,0,1,1,0,0,0,1,1,0
255,29.0,0,2,15.2458,1,0,1,0,0,1,0,0,0,1,0,1
256,34.62028571428574,0,0,79.2,1,0,1,0,0,1,0,1,0,0,0,1
257,30.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0,0,1
258,35.0,0,0,512.3292,1,0,1,0,0,1,0,1,0,0,0,1
259,50.0,0,1,26.0,1,0,0,0,1,1,0,0,1,0,0,1
260,35.295824299023515,0,0,7.75,1,0,0,1,0,0,1,0,0,1,1,0
261,3.0,4,2,31.3875,1,0,0,0,1,0,1,0,0,1,0,1
262,52.0,1,1,79.65,0,1,0,0,1,0,1,1,0,0,1,0
263,40.0,0,0,0.0,0,1,0,0,1,0,1,1,0,0,1,0
264,35.295824299023515,0,0,7.75,1,0,0,1,0,1,0,0,0,1,1,0
265,36.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1,0
266,16.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1,1,0
267,25.0,1,0,7.775,1,0,0,0,1,0,1,0,0,1,0,1
268,58.0,0,1,153.4625,0,1,0,0,1,1,0,1,0,0,0,1
269,35.0,0,0,135.6333,0,1,0,0,1,1,0,1,0,0,0,1
270,36.87489821428567,0,0,31.0,1,0,0,0,1,0,1,1,0,0,1,0
271,25.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0,1
272,41.0,0,1,19.5,1,0,0,0,1,1,0,0,1,0,0,1
273,37.0,0,1,29.7,0,1,1,0,0,0,1,1,0,0,1,0
274,35.295824299023515,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,1
275,63.0,1,0,77.9583,0,1,0,0,1,1,0,1,0,0,0,1
276,45.0,0,0,7.75,1,0,0,0,1,1,0,0,0,1,1,0
277,35.05181756856165,0,0,0.0,1,0,0,0,1,0,1,0,1,0,1,0
278,7.0,4,1,29.125,1,0,0,1,0,0,1,0,0,1,1,0
279,35.0,1,1,20.25,1,0,0,0,1,1,0,0,0,1,0,1
280,65.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1,1,0
281,28.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1,1,0
282,16.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,1,0
283,19.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,1
284,57.74249226190475,0,0,26.0,0,1,0,0,1,0,1,1,0,0,1,0
285,33.0,0,0,8.6625,1,0,1,0,0,0,1,0,0,1,1,0
286,30.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1,0,1
287,22.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
288,42.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0,1
289,22.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,1
290,26.0,0,0,78.85,1,0,0,0,1,1,0,1,0,0,0,1
291,19.0,1,0,91.0792,0,1,1,0,0,1,0,1,0,0,0,1
292,36.0,0,0,12.875,0,1,1,0,0,0,1,0,1,0,1,0
293,24.0,0,0,8.85,1,0,0,0,1,1,0,0,0,1,1,0
294,24.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
295,41.200088477638616,0,0,27.7208,1,0,1,0,0,0,1,1,0,0,1,0
296,23.5,0,0,7.2292,1,0,1,0,0,0,1,0,0,1,1,0
297,2.0,1,2,151.55,0,1,0,0,1,1,0,1,0,0,1,0
298,41.574877182539716,0,0,30.5,0,1,0,0,1,0,1,1,0,0,0,1
299,50.0,0,1,247.5208,0,1,1,0,0,1,0,1,0,0,0,1
300,35.295824299023515,0,0,7.75,1,0,0,1,0,1,0,0,0,1,0,1
301,23.31368333333333,2,0,23.25,1,0,0,1,0,0,1,0,0,1,0,1
302,19.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1,1,0
303,42.574515536153044,0,0,12.35,0,1,0,1,0,1,0,0,1,0,0,1
304,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1,1,0
305,0.92,1,2,151.55,0,1,0,0,1,0,1,1,0,0,0,1
306,28.57888392857143,0,0,110.8833,1,0,1,0,0,1,0,1,0,0,0,1
307,17.0,1,0,108.9,0,1,1,0,0,1,0,1,0,0,0,1
308,30.0,1,0,24.0,1,0,1,0,0,0,1,0,1,0,1,0
309,30.0,0,0,56.9292,0,1,1,0,0,1,0,1,0,0,0,1
310,24.0,0,0,83.1583,0,1,1,0,0,1,0,1,0,0,0,1
311,18.0,2,2,262.375,0,1,1,0,0,1,0,1,0,0,0,1
312,26.0,1,1,26.0,1,0,0,0,1,1,0,0,1,0,1,0
313,28.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
314,43.0,1,1,26.25,1,0,0,0,1,0,1,0,1,0,1,0
315,26.0,0,0,7.8542,1,0,0,0,1,1,0,0,0,1,0,1
316,24.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0,0,1
317,54.0,0,0,14.0,1,0,0,0,1,0,1,0,1,0,1,0
318,31.0,0,2,164.8667,0,1,0,0,1,1,0,1,0,0,0,1
319,40.0,1,1,134.5,0,1,1,0,0,1,0,1,0,0,0,1
320,22.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1,1,0
321,27.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
322,30.0,0,0,12.35,1,0,0,1,0,1,0,0,1,0,0,1
323,22.0,1,1,29.0,1,0,0,0,1,1,0,0,1,0,0,1
324,10.869866956654464,8,2,69.55,1,0,0,0,1,0,1,0,0,1,1,0
325,36.0,0,0,135.6333,0,1,1,0,0,1,0,1,0,0,0,1
326,61.0,0,0,6.2375,1,0,0,0,1,0,1,0,0,1,1,0
327,36.0,0,0,13.0,0,1,0,0,1,1,0,0,1,0,0,1
328,31.0,1,1,20.525,1,0,0,0,1,1,0,0,0,1,0,1
329,16.0,0,1,57.9792,0,1,1,0,0,1,0,1,0,0,0,1
330,23.31368333333333,2,0,23.25,1,0,0,1,0,1,0,0,0,1,0,1
331,45.5,0,0,28.5,0,1,0,0,1,0,1,1,0,0,1,0
332,38.0,0,1,153.4625,0,1,0,0,1,0,1,1,0,0,1,0
333,16.0,2,0,18.0,1,0,0,0,1,0,1,0,0,1,1,0
334,31.42587793650797,1,0,133.65,1,0,0,0,1,1,0,1,0,0,0,1
335,27.947206162930836,0,0,7.8958,1,0,0,0,1,0,1,0,0,1,1,0
336,29.0,1,0,66.6,0,1,0,0,1,0,1,1,0,0,1,0
337,41.0,0,0,134.5,0,1,1,0,0,1,0,1,0,0,0,1
338,45.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1,0,1
339,45.0,0,0,35.5,0,1,0,0,1,0,1,1,0,0,1,0
340,2.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0,0,1
341,24.0,3,2,263.0,0,1,0,0,1,1,0,1,0,0,0,1
342,28.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
343,25.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
344,36.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,1,0
345,24.0,0,0,13.0,0,1,0,0,1,1,0,0,1,0,0,1
346,40.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0,0,1
347,26.689168488455994,1,0,16.1,1,0,0,0,1,1,0,0,0,1,0,1
348,3.0,1,1,15.9,1,0,0,0,1,0,1,0,0,1,0,1
349,42.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1,1,0
350,23.0,0,0,9.225,1,0,0,0,1,0,1,0,0,1,1,0
351,59.96916448412696,0,0,35.0,0,1,0,0,1,0,1,1,0,0,1,0
352,15.0,1,1,7.2292,1,0,1,0,0,0,1,0,0,1,1,0
